gene_name	Coordinates
AL353581.1	13:96948017-96949584
AC002044.1	16:73014318-73014476
AC011816.2	3:36973116-36973672
AC093297.2	5:44826075-44828592
AC067838.1	8:33360838-33361415
AL137003.1	6:16764345-16766883
AC116609.3	2:739587-740164
AC107952.2	8:56222687-56223173
AL031775.1	6:24700906-24701793
AC103810.8	17:64940605-64940717
AC116351.2	5:1005038-1006623
RNA5SP506	X:69672478-69672597
AC092354.1	5:65020613-65020989
AL080317.2	6:111309202-111313517
AC116036.2	3:58490829-58491291
AC005014.2	7:16593625-16594224
AL160408.5	1:234644665-234647571
AL158211.3	10:22340376-22340615
AC074032.1	12:50112196-50165618
AC008035.1	12:46537501-46652550
AC092354.2	5:65020037-65020551
AL591167.1	1:52554817-52555273
AC009102.2	16:56351885-56353524
Z97832.2	6:35220369-35224630
AC026979.3	8:30197403-30198048
AL008729.2	6:13290017-13290490
AC025171.5	5:43033715-43034635
AC006270.3	17:63088161-63089197
AC016405.3	8:122779970-122780830
AC015802.5	17:76551351-76551750
AL022345.2	10:42583240-42583375
AC005392.3	19:43360684-43368970
AL138916.2	6:146948527-146951159
AC103810.9	17:64847385-64847728
AL031775.2	6:24706746-24707151
AL365181.3	1:156641665-156644887
AC108102.1	5:93741639-93743500
AL022394.1	20:41196646-41196938
AC022384.1	3:10249371-10285796
AC116312.1	5:148970339-148970653
AC025175.1	5:53880292-53881051
AC034229.4	5:10203599-10204040
AC090607.4	15:78280949-78282190
AL513477.2	1:2363060-2363628
AC009902.3	8:81275398-81277570
BX284668.6	1:16904338-16904776
AL450270.1	6:133540783-133541174
AC104117.5	5:178938676-178939223
AL031432.3	1:25247836-25248321
AC137630.3	3:49029315-49029706
AL645608.6	1:904833-915976
AL353588.1	6:44273193-44378957
AL118558.4	14:101952415-101953063
AL158850.1	6:139159156-139277181
AL135925.1	10:79825901-79827602
AL139246.5	1:2530063-2547460
AL391244.2	1:1409095-1410618
AC087045.2	8:134722946-134723949
AC113194.1	8:53876149-53876649
AC139795.3	5:177554823-177555364
AP005328.1	18:962591-976883
U91328.1	6:25992640-26001775
AL357054.4	6:708591-711405
AL031768.1	6:2437548-2438249
AL021807.1	6:27122656-27123221
AL512283.1	6:122643387-122644771
AC006273.1	19:781001-781862
AL024507.3	6:107957412-107959986
AC144521.1	3:18408679-18409635
AL020996.3	1:25831912-25832134
AC010857.1	8:40519564-40520158
AC254633.1	1:12618899-12619244
AC022001.3	3:11611601-11612197
AL392183.1	6:774746-780214
AL132656.3	10:79663191-79664786
AL109659.2	1:48227887-48229561
AC090948.2	3:16339307-16339871
AL662844.4	6:31195199-31198037
AC104958.2	8:120812218-120813359
AC104964.4	8:10486806-10489666
AL357078.2	1:65003469-65004087
AL136982.6	10:86993431-87024732
AC087752.4	8:94884608-94885070
AL121992.3	1:15565610-15565956
AL645608.7	1:995965-998051
AL355578.1	13:87607906-87609234
AL158211.4	10:22332403-22332987
AC036214.2	8:79956464-79957381
AC079610.2	2:213266994-213276152
AC099522.2	5:73497549-73498293
AC090948.3	3:16345125-16346440
AC005014.3	7:16471183-16471373
AL662797.2	6:30723104-30723877
AL021368.3	6:57855890-57856468
AL137246.1	13:102888857-102889834
AC023813.4	16:48640472-48641052
AC017048.3	2:176611436-176612249
AC012087.2	3:24496271-24499580
AC009974.1	2:218818689-218819144
U91328.2	6:25983811-25999167
AL512343.2	1:226045560-226061898
AC016745.2	2:113432599-113436042
AC012511.1	2:85904278-85904727
AF250324.1	4:189703880-189704490
AC109347.2	4:112272967-112273316
AC005162.2	7:28979966-29013367
AL138762.2	10:100911102-100912739
AL596325.2	1:162593102-162593754
AC027271.1	4:51918771-51919381
AP000347.1	22:23658093-23717356
AL031587.3	22:37950964-37951778
AL592494.2	1:121518365-121518829
AC139887.4	4:757021-757740
AL451049.1	10:61684891-61685388
AC063944.3	3:107329429-107329962
AC016394.3	10:73124572-73125532
AC007308.1	22:20889205-20891214
AC010655.3	7:128466562-128469171
AC073073.2	7:105571082-105573660
AC015982.2	2:55617908-55618373
AC016252.1	3:138004648-138005122
AC026464.6	16:69328643-69334871
AC093673.2	7:143363898-143364229
AC010735.2	2:226800145-226813741
AP000919.3	18:2920965-2921685
AC021146.12	4:68901007-68906983
AC016542.1	10:72766559-72767052
AL731563.4	10:73098043-73101297
AC067750.1	10:86749753-86756298
AC097504.2	4:141430830-141431284
AC006027.1	7:30424671-30425412
AC015712.5	15:100861923-100885329
AP003121.1	11:127188884-127223449
AC097468.3	2:219069353-219069809
AC079766.1	4:182881776-182882203
AC005020.2	7:99558694-99607810
AC110792.3	4:53997414-53997712
AL358472.2	1:153977742-153979160
AC024933.1	3:139349023-139349371
AP000317.2	21:34073591-34360033
AC090425.2	3:179584270-179584410
AC021097.1	7:151240398-151240972
AC073352.1	3:119497677-119498181
AC093635.1	2:48440042-48440597
U62317.1	22:50542304-50542906
AC012306.2	2:127886555-127887185
AL590560.3	1:159854869-159867685
AL021707.6	22:38742624-38743115
AL391497.1	1:89939600-89940147
AC124016.2	4:82374300-82384027
AC112503.1	3:123283592-123283983
AL355987.2	9:136800365-136829466
AC004471.2	22:19124308-19128449
AC006333.1	7:123749067-123751166
AP005329.3	18:3246400-3247086
AC004832.4	22:30421205-30421536
AC092807.3	1:85578499-85578742
AC010997.4	10:75409141-75411842
AC073107.1	7:65647009-65770810
Z94160.2	22:37371683-37372858
AL359091.3	9:128316336-128316909
AC007620.3	3:179405447-179405944
AC010913.1	2:73113017-73115907
AP005137.2	18:11857154-11857554
AC046143.2	3:194637504-194637664
AC133041.1	3:75540048-75580199
AC019069.1	2:74832654-74833987
AL139098.3	6:121389323-121390357
AL157904.1	1:116909148-116909531
AL121658.1	2:32165045-32165757
AC112236.2	4:139556798-139557643
AC006483.2	7:5556730-5557245
AL022322.1	22:38090126-38091559
AC131235.3	3:184134018-184135238
AC009336.1	2:176164163-176165716
AC004982.1	7:7550103-7552440
AP000345.2	22:23580879-23583859
AC007881.3	2:71067518-71068125
AC005323.2	17:10383131-10537862
AC069257.4	3:196248229-196318222
AC135457.1	5:139364676-139369717
AC107214.2	4:183516893-183517527
AC004948.1	7:7619871-7620543
AP005131.7	18:13526077-13526688
AC063962.1	10:74821609-74822130
AL592148.3	1:222658866-222661512
AL133245.1	2:32321637-32323002
AC245297.2	1:149264251-149264816
AC083798.2	3:122416206-122443180
AC093726.1	7:154951225-154952188
AC115284.1	3:51961211-51974031
AC103702.2	17:48635922-48647023
AL596094.1	10:5813984-5814441
AC004854.2	7:44884952-44886393
AC097532.2	2:132345615-132347297
AC005696.2	17:2683304-2685088
AC104109.3	5:134167169-134226071
AC112219.2	3:72178278-72178810
AC019131.2	4:99067255-99068125
AC245060.4	22:22303223-22310401
AC147067.2	4:1550283-1550572
AC019193.2	4:183094422-183095056
AC253536.6	22:23969210-23969873
AP000864.2	18:8801655-8802305
AC010976.2	2:127625996-127626848
AC073389.3	10:73630555-73631490
AC126283.1	4:109815046-109815410
AC092954.1	3:168927474-168927919
AL008721.1	22:25436311-25436915
AC006238.1	18:9912315-9912849
AC021851.1	2:183178805-183215414
AC004080.5	7:27147365-27152598
AC007038.1	2:210028416-210029156
AC015712.6	15:100849830-100876836
U91328.3	6:26013240-26013757
AC004908.2	8:233118-233692
AC093732.2	2:46956614-46956888
AC098850.4	17:16788056-16816540
AL359198.1	10:91908130-91909348
U62317.2	22:50523925-50524780
AC073610.2	12:48903502-48957365
AL445423.1	1:220828675-220829211
AC245100.7	1:148358244-148358686
AL844908.1	21:44936302-44936954
AC002470.1	22:20981360-20981755
AC027644.3	7:66739828-66740385
AC022296.4	3:133543063-133543466
AL022238.3	22:40415002-40415445
AL022328.1	22:50205584-50206062
AC011899.3	7:157868537-157869154
AC092902.2	3:125774713-125797953
AL139393.3	6:160990317-160992342
AL391834.1	9:19371385-19371945
AC211476.4	7:72924417-72925125
AC074044.1	3:112990446-112991153
AL135910.1	6:169426419-169452475
AC084018.1	12:121797510-121801972
AC096772.2	2:207753871-207754435
AC069544.1	10:14877687-14878686
AC004839.2	7:107579556-107580057
AC104458.1	1:76636876-76637339
AC112250.2	4:87460806-87462280
Z93930.3	22:28814913-28815662
AC012360.2	2:105249403-105249794
AC106052.1	4:41988740-41989237
AC135803.1	1:74698768-74699333
AL591686.2	1:242147229-242209129
AL135786.2	9:5351795-5352410
AL159169.2	9:14588796-14590065
AP000525.1	22:15823196-15823890
AL034548.1	20:267185-268857
AL161734.1	1:181812704-181813261
AC113189.4	17:7439505-7445966
AC092574.1	4:416117-416537
LINC01578	15:92819539-92899701
AL133551.1	10:67849524-67850746
AC004982.2	7:7552461-7566996
AC009303.3	2:117998744-117999480
AL355987.3	9:136791378-136800595
AL109827.1	20:35632339-35674544
AL390726.2	9:38542478-38568422
AC018648.1	7:32845393-32846061
AL353708.3	1:179881606-179882595
AC006033.2	7:38326069-38329643
AL122035.2	14:64440368-64442238
AC090425.3	3:179583261-179583762
AC005696.3	17:2688472-2688960
AL356608.1	10:102914584-102915404
AC009237.14	2:95525108-95526702
AL359532.1	10:30831827-30833387
AC018635.2	7:128264525-128264889
AC022400.7	10:73796513-73811651
AC010186.4	12:9642871-9657070
AC005070.3	7:105102837-105105483
hsa-mir-1253	17:2748077-2748182
AC005832.4	12:4604943-4662643
AC107294.1	3:184742817-184743284
AC092139.1	16:81385462-81387560
AC107464.2	4:661208-661945
AC099568.2	1:89820173-89820868
AL391121.1	10:102642791-102644140
AL390726.3	9:38542388-38543215
AC096586.1	4:44704404-44704965
U62317.3	22:50597151-50597599
AC083862.1	7:135168402-135169547
AL022324.3	22:25434323-25435070
AC079834.2	2:221572505-221574454
AL356299.3	20:34281631-34286466
AP001412.1	21:37267783-37268497
AC093799.1	7:98322852-98323430
AC092171.4	7:5425769-5426401
AP000553.2	22:21661933-21662363
AP000322.1	21:34425507-34426017
AC064836.1	2:202336738-202337200
AC073352.2	3:119579211-119579650
AC024243.1	4:55547111-55547889
AC107294.2	3:184712244-184740104
AL365181.4	1:156614741-156615288
AP000350.5	22:23856426-23857039
AL008721.2	22:25476217-25479971
AC093388.1	2:190454091-190454521
Z94721.2	6:166999404-167139141
AL355816.1	1:111181373-111181491
AL117339.3	10:38137336-38144399
AC007349.4	7:36734003-36734535
AC009570.1	4:70703746-70704491
AC022392.1	10:72053293-72054037
AC084036.1	3:156523739-156524247
AF129408.1	21:39184468-39184899
AC012360.3	2:105334026-105337475
AC097505.1	4:20766807-20767372
AL731533.2	10:3065423-3066001
AL355388.1	1:155978798-155982986
AL078644.2	1:185317778-185318530
AC009229.3	2:38193347-38193629
AC021205.3	4:122879777-122885805
AC010864.1	10:43136823-43138334
AL360270.3	1:110963301-110964649
AC092681.3	7:149890738-149891416
AL353600.1	10:33341654-33341905
AC117490.2	3:196474800-196475394
AC018645.3	7:32758881-32759353
AC008124.1	12:45718045-45727775
AP000240.1	21:29359001-29359453
AC009690.3	15:72266745-72319946
AL358472.3	1:153966515-153966930
AL844908.2	21:44929652-44930112
DGCR9	22:18970524-19031242
AC007684.2	2:39323327-39323804
AL390726.4	9:38540566-38542792
AL365203.2	10:32887254-32889311
AL022334.2	22:35526931-35527415
AC012531.2	12:54017109-54035361
AL121845.2	20:63738269-63740398
AC012531.3	12:53985844-54034888
AC005046.2	7:107942115-107942740
AL354694.1	9:7786104-7786688
AL359921.2	1:236536161-236536704
AC239803.1	1:148011798-148012228
AL449106.1	1:178724305-178726285
AC007250.1	2:58241348-58241686
AC017083.1	2:68252869-68253848
AL355987.4	9:136799222-136810042
Z99755.2	22:35122660-35127419
AC211433.2	7:74606912-74607299
AC073869.1	2:131461820-131463615
AL021707.7	22:38743494-38743910
AC110609.1	4:128552589-128553416
AC009309.2	2:86195589-86196049
Z73429.1	22:33922421-33922766
AC092171.5	7:5428730-5429672
AL713999.1	1:155169408-155187272
AC007378.1	2:36513254-36513732
AP000255.1	21:31735731-31736407
AC097065.2	1:200315434-200315967
AL021707.8	22:38736609-38736792
AC005303.1	17:13095694-13100939
AL596442.2	6:170178680-170179660
AP000569.1	21:33967100-33968573
AP000322.2	21:34412199-34412587
AC019129.2	2:44167624-44168859
AL512598.1	10:24953240-24953513
AL121929.3	10:103608618-103610050
AL162591.2	1:154480011-154481501
AL590385.2	1:161513175-161605099
AC133528.1	2:241581921-241582726
AP001596.2	21:26459902-26460214
AC144652.1	7:155295917-155297541
AC093865.1	2:212581356-213021545
AP005229.2	18:11390032-11390729
AC020634.2	3:123715850-123716399
AL365434.2	10:90997479-90997713
AL355312.4	6:149852461-149853192
AC116651.1	4:15563697-15564253
AL022328.2	22:50208460-50209542
AC005021.1	7:95416107-95416462
AC007663.3	22:20320738-20321203
AP001269.4	18:11908711-11909223
AL355512.1	10:110428839-110496590
BX537318.1	22:46013605-46015498
AL138963.4	13:45340038-45341183
AC073957.3	7:879789-886547
AC067747.1	10:17137335-17137585
AL121845.3	20:63708863-63739103
AC092587.1	2:99154997-99195298
AC124016.3	4:82344875-82346842
AL359962.2	1:167457741-167459891
AL133215.2	10:101060028-101061005
DGCR10	22:19023055-19023550
AL121652.1	2:31852975-31853423
AL359736.1	13:23979699-24321031
AC002094.3	17:28364287-28368012
AC108673.2	3:129123438-129124003
BX323046.1	1:244864737-244865272
AL008635.1	22:35298837-35299541
AC092954.2	3:168928168-168928598
AC092535.5	4:1167777-1168174
AC019193.3	4:183075479-183076033
AC131235.4	3:184132941-184133561
AC093726.2	7:154956428-154957107
AC010655.4	7:128455839-128493859
AL359091.4	9:128431597-128432006
AL022328.3	22:50191723-50192402
AC010619.3	19:49474585-49487637
AL671710.1	22:49902227-49904576
AC062037.3	2:85387073-85387146
AL096803.3	1:186521772-186522304
AP000692.2	21:36319791-36320670
AC006946.2	22:17067820-17070675
AC104506.1	1:100894927-100895356
AC069148.1	2:202032769-202033537
AP001437.1	21:37365476-37365932
AC137630.4	3:48985484-48985963
AC000068.2	22:19456502-19456962
AL031587.4	22:38043229-38043920
AC002059.1	22:29316743-29317220
AC008695.1	5:131425890-131796983
AC005776.2	19:15346067-15348417
AC091736.1	7:135704536-135704841
AL355816.2	1:111184414-111185061
AL391834.2	9:19375450-19375996
AC102953.2	7:1464496-1467522
AC090912.3	18:22882824-22883357
AC097724.1	2:28810280-28810706
AC013468.1	2:189763858-189764456
Z82243.1	22:45155538-45156011
AC005301.1	22:16676015-16694648
AC092653.1	2:73750255-73750786
AC097376.3	4:139411926-139454034
AC010997.5	10:75408972-75409326
BX649632.1	9:134132241-134135772
AL022328.4	22:50199089-50200837
AF129075.3	21:29024254-29024890
AC069200.3	4:55387948-55388271
AC016737.2	2:174011855-174012975
AL049839.2	14:94592057-94624646
AC092953.2	3:182921239-182921938
AL121928.1	10:102483038-102483559
AL360219.2	1:85467294-85467660
AC097381.3	4:8022664-8023126
AC073283.3	2:47065940-47176511
AC090114.2	7:128524015-128531069
AP000254.2	21:31666727-31667247
U62317.4	22:50541107-50543011
AC017083.2	2:68179832-68180532
AP001033.4	18:9259387-9260390
AL008718.2	22:45262272-45263585
AL121672.3	22:46053092-46053560
AC092042.3	3:42809445-43055871
AC093458.1	7:149881358-149881580
AP000350.6	22:23901431-23907068
AC009275.1	7:134368736-134432534
AC006153.1	7:90403433-90513391
AC000068.3	22:19454178-19454605
AC016717.2	2:225698513-225703654
AC016747.3	2:61199978-61200769
AC009237.15	2:95537968-95538469
AC018690.1	2:99405217-99405843
AC024560.3	3:197645668-197646017
AL121749.1	10:35604484-35608153
AC005229.4	7:148696466-148698664
AC058791.1	7:130936463-130939661
AC007032.1	7:106285479-106286326
AC023983.2	18:24402152-24402714
AL008723.2	22:32284682-32285131
AC099329.2	3:42809413-42908105
AC078846.1	7:129604547-129611630
AL662884.1	6:32184732-32185882
AP005432.2	18:9473420-9474006
AC103591.3	1:78004345-78004554
AC004921.1	7:77416672-77425444
AP000553.3	22:21640843-21641284
AC007663.4	22:20318118-20318749
PAXIP1-AS1	7:155003447-155005703
AC104109.4	5:134205613-134371044
AC027449.1	18:22347845-22348252
AC004832.5	22:30420511-30420912
AL008718.3	22:45178989-45179310
AP000894.4	18:813273-813756
AC022017.1	10:66079242-66118326
AC021016.2	2:218398742-218399219
AP000547.2	22:16521058-16527237
AL353801.3	10:44958916-44959458
AL451074.6	1:165706555-165707284
AL355472.3	1:234372185-234372811
AC006566.1	18:8154557-8155070
AC096586.2	4:44693945-44694386
AC108747.1	3:190659215-190659750
AL355488.1	1:110370153-110373003
AC069222.1	3:99802698-99806058
AC055764.2	3:197789699-197790369
AL158071.5	9:91206174-91210299
AL356488.3	1:109087970-109090858
AL137796.1	1:178651705-178652282
AC005005.3	22:31082155-31083565
AC005291.2	17:10291819-10317926
AC083880.1	7:139359031-139359566
AC128687.2	3:113947004-113947570
AC017083.3	2:68131237-68261230
AL159169.3	9:14586765-14587326
AC004908.3	8:237044-237669
AC107294.3	3:184741936-184742462
AC245008.1	1:120076615-120077091
AC069294.1	7:99766542-99766892
AL136982.7	10:86970236-86970826
AL732292.2	1:235104179-235104609
AC004877.1	7:149858399-149862492
AC008738.7	19:33207128-33207639
AL008582.1	22:41430933-41431375
AC004832.6	22:30435543-30436247
AC004951.4	7:43951909-44019151
AC004080.6	7:27128968-27152561
AC108673.3	3:129163605-129163940
AC006946.3	22:17080700-17081456
AL645608.8	1:1062207-1063288
AC006023.3	7:40107287-40107454
AC133644.1	2:87477494-87478034
AC004067.1	4:109692003-109692703
AC006480.3	7:67333046-67334383
AC093788.1	4:163529770-163530697
AL139124.1	10:94314906-94315327
AL031666.3	20:47348136-47349142
AC112503.2	3:123277352-123277904
AC072039.2	3:136087474-136087913
AC064836.2	2:202374931-202375604
AC105265.2	3:72061060-72069933
AP000238.1	21:29657405-29657831
AC012510.1	2:218633255-218634014
AC112229.4	2:110386410-110433673
AC096733.3	4:140756527-140757921
BX649601.1	9:134168768-134169340
AL157392.4	10:13675645-13675990
AL133215.3	10:100967687-100968135
AL391069.3	1:151327948-151328429
AL354760.1	1:112517798-112518441
AL139339.2	10:103450195-103450852
AC096992.2	3:136837337-136839021
AC104836.1	1:92189236-92190707
AC008264.2	7:131493963-131497694
AP000229.1	21:26170870-26217381
AC098479.1	3:58329964-58330118
AC011841.1	GL000205.2:99350-104855
AL359198.2	10:91896703-91896897
AC087893.2	12:108778143-108778271
AL354809.1	13:39053018-39223238
AC022748.3	15:78749832-78750107
AC013727.3	2:103953097-103953284
AC241377.1	1:121008361-121008507
AL162274.1	10:131980239-131981337
AL139082.1	13:52128890-52132723
AC090772.4	18:24179037-24179295
AC004556.1	KI270721.1:51721-51792
AC121758.4	12:56840972-56841273
AC009951.1	2:144520455-144520555
AL137060.1	13:50104832-50105174
AC136604.4	5:179629150-179629410
AL354810.1	13:63034667-63097797
AC120498.8	16:1148223-1148754
AL136439.1	13:27667394-27680581
AC016597.3	16:27687181-27687522
AC136616.1	KI270728.1:1139576-1147868
AC008781.2	5:141468464-141471528
AL512310.10	14:19637224-19641306
AL691403.2	14:75176928-75177418
AL158209.1	10:21455235-21455515
AC131009.3	12:131934641-131934928
AC008432.1	5:163855139-163856642
AC007351.1	12:97495931-97496057
AC106873.2	7:116954982-116955154
AL590998.1	1:181668748-181669028
AC009283.1	17:39566914-39567559
AC087072.2	7:35933887-35934569
AC009093.5	16:29225593-29226348
AC096708.3	18:68908047-68908599
AC008175.2	Y:22646030-22646327
AC245297.3	1:149290512-149290762
AC092106.1	2:106207393-106208115
AC106873.3	7:116954479-116954679
AL355377.1	9:35001341-35002994
AC211486.6	7:75316047-75327765
AL731571.1	10:124996063-125001491
AP001877.1	11:95756958-95757442
AC005562.2	17:30617679-30617790
AL137060.2	13:50068106-50068164
CU633980.1	21:7826097-7826225
AL135999.2	14:23530681-23532367
AL121832.2	20:62386302-62386970
AC098588.1	4:144739761-144739941
AC005045.1	7:87345081-87345233
AL354798.1	13:24933005-24936796
AL359265.3	1:176217540-176217602
AC079395.2	2:97008367-97009104
AL139260.2	1:38839332-38874494
AL512310.11	14:19499736-19677923
AC215522.1	7:37031-37477
AC100793.4	17:42751288-42751717
AC020904.2	19:18022402-18032099
AC023509.4	12:53464719-53464901
AC108125.1	16:76582555-76583098
AC010776.3	18:59700522-59700946
AL136317.1	9:66017642-66017868
AC015819.1	18:75073542-75074205
AC021752.1	15:50839874-50908603
AL118556.3	14:50471768-50472592
AL049692.1	11:32436310-32436447
AC100757.1	15:22371735-22373570
AC009318.2	12:29332732-29333383
AC109583.3	3:46918806-46918935
AC004223.4	17:35018659-35018991
AC087284.1	15:90024954-90026003
C2orf27AP1	Y:11085475-11086061
AC241952.1	1:120571119-120571264
AC109486.2	5:60487712-60487929
AC091271.1	17:59618552-59619714
AL596245.1	X:34768326-34768688
AC024051.1	17:43241179-43241370
AC040975.2	8:28915578-28915864
AC005520.7	14:73873688-73885555
AL021997.2	6:28315612-28315883
AC092670.1	4:118460223-118460301
AL359547.2	6:146638843-146639261
AC091812.2	7:55743072-55743457
AC087385.3	15:60409233-60409420
AL139089.1	13:52651304-52652279
AC106782.4	16:30336399-30343336
AC055845.1	11:9279531-9279816
FP325311.1	1:120354986-120355148
AC007686.3	14:77028085-77031572
AL592188.1	GL000220.1:155996-156149
AC007967.4	Y:8931068-8931454
AC011472.4	19:11221082-11221573
AC005258.1	19:2269524-2341172
AC244100.1	17:35963487-35965472
AL353644.1	KI270733.1:122135-122225
AL022067.2	6:106271633-106271720
AC234791.1	X:102259042-102261692
AC022558.3	15:83020114-83020802
AL592183.1	GL000219.1:54223-83311
AC091179.3	17:48723187-48723314
AC100756.3	15:23326255-23334127
AL117379.1	20:62928620-62929297
AC245041.1	10:47970042-47973496
AC007318.3	2:65203501-65227605
AC024257.4	12:48360919-48361377
AL731566.1	10:121949411-121949487
U52112.1	X:153880671-153888990
AC024337.2	15:96080712-96084584
AC244107.2	X:154620095-154620171
AC004510.1	19:15834729-15834804
AL136040.1	14:81221217-81222460
AL137058.2	13:52600041-52642542
AC020658.4	15:40226385-40227069
AC240504.1	X:72726121-72726337
AC007204.1	19:19908267-19909146
AC022898.2	15:60847756-60849068
BX322562.1	21:45403808-45404369
AL133445.2	14:69617121-69617648
AC119619.1	X:12583414-12583526
AC138932.5	16:14953011-14953120
AC083805.3	12:57894231-57896846
AL137847.3	9:83201956-83202065
BX640514.2	20:62596731-62603355
AC123788.2	11:3335124-3335407
AC005695.3	17:9244665-9244897
AL096828.3	20:63218040-63218502
AC008033.3	12:68426330-68427737
FP700111.2	1:144754571-144786606
AL133227.1	20:46364550-46397994
AC007610.5	16:50054142-50054430
AC018755.4	19:51639477-51639931
AL096677.1	20:23452622-23461207
AF254983.1	21:10482737-10605716
AC009091.1	KI270728.1:137797-139135
AL139418.1	1:196970494-196970671
AP000552.4	22:21379381-21379701
AC027088.4	15:69022229-69024176
AC023158.2	12:33432310-33432853
AC020658.5	15:40285467-40285909
AC140113.4	Y:11042721-11042943
AC024581.2	5:67855734-67855986
AC010678.1	Y:7905535-7907303
AL022315.2	22:37578668-37578922
AL138721.1	6:35070870-35071049
AC019176.3	8:5127918-5128233
AC236972.3	X:153225648-153230357
AP003499.3	11:93721796-93721866
AL138690.2	13:34910544-34910815
AC034102.8	12:56010090-56010574
AL731566.2	10:121965763-121967700
AL133520.1	20:46681675-46682375
AC211476.5	7:73037370-73049246
CR848007.2	9:42921442-42921670
AC012313.9	19:58500504-58501137
AC022023.1	10:114168155-114168280
AC011297.1	Y:6918681-6920791
AL049692.2	11:32439715-32440009
AC025750.3	2:42511569-42511851
AL450423.1	13:53345210-53410880
AC103858.2	15:81335576-81336119
AC104260.1	15:95225325-95225864
AC084757.4	15:48662530-48663056
AC211476.6	7:73039084-73039186
AL513485.1	1:159972547-159974064
AL592188.2	GL000220.1:149258-149348
AC007351.2	12:97492461-97492597
AC020558.3	17:17675365-17675522
AC012306.3	2:127856889-127857147
AL031667.3	20:41485570-41486225
AC005632.5	16:21526823-21531141
AC113385.2	5:100388852-100389938
AC009560.1	15:60593026-60593460
AC004080.7	7:27185432-27185530
AL359454.1	13:28629793-28629883
AC243654.1	17:37407935-37408594
AC015978.1	Y:17568961-17569051
AC009163.6	16:75497947-75498289
AC068722.2	15:45702639-45703183
AC025162.2	12:55929169-55929729
AC004386.3	X:74280401-74280495
AC007272.2	2:201097743-201098091
AC005066.1	8:87867600-87868607
AL035450.1	22:40917110-40917381
AL592071.1	10:133257143-133257551
AC005746.3	17:61354762-61355155
AL050318.1	20:36561236-36561530
AC121761.2	12:75333797-75334486
AL450472.3	X:135445896-135447368
AC022079.1	12:28236226-28236828
AL355365.1	6:147406530-147406824
AL049794.1	20:16576067-16579615
AL512506.1	13:43877714-43878163
AL135999.3	14:23619200-23620012
AP000446.2	11:83386987-83387102
AP001825.2	11:84887206-84887419
AL442635.1	10:69098495-69098794
AL137073.1	9:98115884-98116135
AL136038.7	14:63642034-63665593
AC010173.2	12:49196783-49197062
AC239804.2	1:149111303-149121866
AC024909.1	12:89351014-89353271
AL121873.1	X:90208894-90209418
AL360169.2	6:158282840-158428379
AL590282.1	X:135297045-135298585
AC009237.16	2:95588148-95589253
AC069209.1	12:121190867-121191518
AC092140.2	16:56465641-56466162
AC006539.3	19:20056465-20056594
AC007014.2	16:11056555-11057034
CU634019.1	21:7092615-7092716
AC005837.3	17:76721215-76721396
AL354709.1	9:22046757-22046901
AC024051.2	17:43284138-43284329
AC040978.1	8:140039755-140041037
FP885919.1	9:40481558-40497591
AP000769.3	11:65506116-65506173
AC009511.3	12:27824206-27824382
AC087477.7	15:96496179-96496462
AC005089.1	7:73609261-73611502
L29074.2	X:147911821-147911948
AL354821.1	13:55535696-55583524
AC106739.1	16:27313386-27314101
AC009032.1	16:69632140-69632571
AC020910.5	19:34733297-34733837
AC084824.4	12:32728168-32729024
AC090132.2	8:83293924-83294271
AC007027.1	7:146311719-146311822
AL136171.1	1:231814981-231815186
AC074029.3	12:48152816-48153128
AC073418.1	7:146208664-146208819
AC027807.2	15:83962175-83962583
AC083849.2	7:148445785-148446299
AC073335.2	7:66915062-66915334
AC090164.2	15:101495051-101495567
AC072046.2	3:166605187-166605455
AC114781.5	4:83369415-83369523
AC008121.3	12:50934941-50935464
AL591471.1	9:40358453-40358682
AL133243.1	2:32548674-32549040
AL031601.2	10:42242720-42276842
AL021937.5	22:32368496-32368567
AL035661.1	20:24931839-24932983
AC133551.1	KI270728.1:17233-19833
AC004528.2	19:1010220-1010907
AC011815.2	18:35268217-35270238
AC026333.4	12:122634129-122634673
AP003041.3	11:130114250-130114335
AC025521.1	17:58747054-58747340
AL109925.1	1:63549488-63549608
BX546479.1	GL000216.2:93196-93309
AL138689.1	13:106506045-106506713
AC092636.1	2:96938922-96939203
AL365265.1	6:16041380-16041614
AC015912.3	17:56914185-56914533
AP005212.2	18:14253547-14254075
AC106028.4	15:92808450-92809057
AC087283.2	15:37216616-37216898
AC025588.4	19:57111119-57112027
AC009163.7	16:75433835-75436392
AP001065.3	21:44477849-44478493
AC073575.4	12:112018803-112019430
AC007351.3	12:97493177-97493286
AC134878.1	Y:11144249-11144492
AC022106.1	5:150950108-150952460
AC097478.1	4:89743791-89744305
AL354976.1	10:25244060-25244854
AC243585.1	17:37649132-37650894
AJ011932.1	21:45974488-45974953
AP003419.2	11:67353628-67354348
AC138649.1	15:22757840-22778741
AL391903.2	6:41250850-41251097
AL137078.2	20:48406776-48410716
AC245297.4	1:149175747-149259987
AL031665.1	20:1186091-1207036
AL137060.3	13:50125815-50128463
AC069281.2	7:100572231-100578700
AC009831.3	18:32031034-32031359
AC022929.2	15:38851305-38853432
AC010133.1	Y:19253959-19260875
AC244154.1	17:38231042-38231144
AC084018.2	12:121800796-121803403
AC079460.1	12:38150049-38150138
AC015660.3	15:99416583-99417204
