COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 3 for SkatO
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
MSR1	29.045287802568765	0.0003113471355758706	0.00184811	0.173897	0.0823734	0.0186246873994708	40.0	20.0	114.0	67.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PANK4	28.536118215719583	0.0003823447874269565	0.5976	0.116878	0.00874907	0.0010407715462688	47.0	25.0	156.0	61.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
XPNPEP1	28.3893525346138	0.00040560630138118897	0.658937	0.750995	0.0039112	0.0003536221502211	24.0	6.0	79.0	49.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PPFIBP2	28.070100453923615	0.0004611013482400836	0.116831	0.827132	0.000344037	0.024149996054794	76.0	50.0	220.0	115.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CSNK1A1P1	20.138361854043588	0.0004689491707275564	4.23653e-05	NA	1.0	NA	5.0	NA	12.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
STK38L	24.125490545247214	0.0004952140352401568	0.254553	NA	0.395377	5.73359047494337e-05	10.0	NA	40.0	12.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PPP3CA	27.879564440713192	0.0004976986829292867	8.70227e-05	0.73102	1.0	0.0138825002515574	17.0	8.0	48.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PSIP1	27.497485831989202	0.0005798640702655436	0.361786	0.00189931	0.00445049	0.349575813605548	30.0	9.0	82.0	40.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TOM1	27.416418531529946	0.0005989339402602948	0.0656567	0.245201	0.00193252	0.0357828620532784	47.0	26.0	114.0	70.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.01; NUMVAR >= 3 for CMCWald
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	122.80228951650335	8.74150294621412e-23	2.79129e-05	1.21058e-05	2.83539e-11	2.25118087878369e-07	37.0	17.0	89.0	21.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
EEA1	35.15415898509501	2.5063730305035145e-05	2.28064e-06	0.56203	0.746135	0.0243073559565939	55.0	28.0	165.0	92.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PPFIBP2	31.882440945430947	9.776682847272707e-05	0.0481416	0.590341	0.000292023	0.014380546441364	76.0	50.0	220.0	115.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
NCAM1	29.73478855752197	0.0002354492556348919	0.00215645	0.249285	0.00154276	0.421151929254487	65.0	27.0	156.0	91.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PANK4	29.43437934127876	0.0002659760684233069	0.527016	0.0674404	0.0145363	0.0007856116618859	47.0	25.0	156.0	61.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CRTAC1	28.33013669763112	0.0004153796392493486	0.794086	0.00229725	0.000587012	0.658364191295557	59.0	28.0	141.0	81.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ASMT	24.04449839406471	0.0005125060733333026	0.00554562	NA	0.148742	0.0072848361753386	39.0	NA	105.0	60.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FIBCD1	27.692156294679705	0.000536465582046892	0.000391571	0.137817	0.96652	0.0185951851627067	63.0	34.0	161.0	95.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
GDF9	27.367062396313308	0.0006108434662067107	0.456583	0.0789138	0.95961	3.30027742344439e-05	28.0	10.0	58.0	54.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
L3HYPDH	27.35928877682214	0.0006127402316004601	0.00519854	0.50077	0.105091	0.0041871711187473	29.0	10.0	74.0	41.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
P2RY10	14.58054248936139	0.0006821430000000001	NA	NA	0.000682143	NA	NA	NA	18.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TOM1	27.036554819372306	0.0006967839887756955	0.133906	0.135763	0.00284118	0.0260619257997161	47.0	26.0	114.0	70.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ABCC3	26.99109790545859	0.0007094930849926829	0.203682	0.0556952	0.00060316	0.201258674670224	125.0	65.0	344.0	176.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CAMP	26.783695588467552	0.0007704157396289038	0.0196635	0.00960337	0.190938	0.0423660083057916	12.0	6.0	27.0	16.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RNF114	26.43020450197139	0.0008862391012487211	0.0590455	0.168915	0.713902	0.0002560120421331	16.0	9.0	38.0	23.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
DLL4	26.2462880086973	0.0009530613510681853	0.0953947	0.212619	0.0300972	0.0032736976125282	35.0	12.0	88.0	49.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TSPAN4	26.14384865751205	0.000992388708348043	6.77517e-05	0.162548	0.21536	0.886887484911348	23.0	13.0	61.0	22.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FAM187A	26.05083643402817	0.0010294665326148966	3.66255e-05	0.701053	0.256331	0.334809057012074	26.0	14.0	81.0	66.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SEZ6L2	25.762944253723944	0.0011530070432323684	0.669728	0.0199365	0.457709	0.0004164001823631	53.0	16.0	160.0	92.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RPS20	21.9740365762402	0.001224060619457582	0.0076071	NA	0.00281235	0.790879086357917	4.0	NA	16.0	5.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CFI	25.506542893174597	0.0012751282868705164	0.000201201	0.817564	0.275364	0.0638653840515294	48.0	19.0	107.0	64.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SUSD1	25.3973200443925	0.001330900557932725	0.0174	0.790546	0.00036555	0.607601507492814	51.0	25.0	123.0	81.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SERPINB10	25.321890098672696	0.0013707981115701417	0.0216388	0.0135806	0.0218881	0.4932433452119	27.0	15.0	77.0	63.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RP11-548K23.11	13.174524984003924	0.0013778065622058998	NA	NA	NA	0.0013778065622059	NA	NA	NA	33.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE_and_CADD_20_VEP; MAF: 0.001; NUMVAR >= 3 for SkatO
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	74.1874448494176	7.173359871417343e-13	4.56412e-07	0.0170296	7.89207e-08	0.126662660951786	25.0	8.0	66.0	17.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LRRK2	44.00294940402531	5.682289404158416e-07	0.0439313	0.727242	0.0141661	6.15428540129415e-07	104.0	46.0	301.0	115.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
STK38L	39.36402980983215	6.072665462020286e-07	0.191113	NA	0.010716	1.3832051563023e-06	7.0	NA	34.0	9.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
AUNIP	41.68338735104725	1.5526747078892324e-06	3.14606e-08	0.886038	1.0	0.031867507308835	11.0	3.0	35.0	18.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RAP1A	31.81815814800099	1.768076140803119e-05	0.00012297	NA	0.0108887	0.0920448597787588	9.0	NA	18.0	6.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ADH5	34.29907006634051	3.5857345038243256e-05	2.50265e-06	0.403599	0.696776	0.0506533515212384	19.0	6.0	51.0	29.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TREML1	33.809226838139466	4.399045706962749e-05	0.503989	0.631015	9.70351e-06	0.0147580872937318	3.0	3.0	22.0	15.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LURAP1L	32.97450589085643	6.224308657874849e-05	0.447094	9.38138e-05	0.0695381	0.0237021986912571	17.0	8.0	44.0	18.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CD69	28.289632317780793	8.286511850334394e-05	3.15376e-05	NA	0.816614	0.0279343733227742	4.0	NA	9.0	3.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
C11orf87	28.06651035642996	9.129105048418881e-05	1.16027e-06	NA	0.79224	0.875021821449121	8.0	NA	29.0	6.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FAM229A	31.937106625458043	9.558859656811279e-05	0.182309	0.175385	8.89638e-05	0.0408255017751211	12.0	9.0	30.0	6.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
DPF2	31.59643309030328	0.00010998516663413735	0.190515	0.528104	0.000112313	0.012185492048181	11.0	5.0	30.0	10.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TFF3	23.0991390913533	0.00012098025834691376	NA	NA	2.43739e-05	0.395512899997199	NA	NA	9.0	6.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PSIP1	31.055110684111973	0.00013736526766602609	0.445359	0.00365964	0.000818361	0.135324014866093	28.0	8.0	78.0	27.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MRPL42	26.815322559735513	0.00015680894152089565	0.504275	NA	2.7454e-05	0.108605951176342	10.0	NA	27.0	12.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SLC6A14	26.713378229590987	0.00016384914401019584	1.19336e-05	NA	0.156358	0.847953500886033	7.0	NA	31.0	11.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RPL36A	17.16554450745811	0.00018730499999999994	NA	NA	0.000187305	NA	NA	NA	6.0	NA	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
KIF9	30.145644330575614	0.00019920614416919902	1.75057e-06	0.54681	0.33784	0.879487170586856	47.0	20.0	103.0	59.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TTC12	29.896648448053526	0.00022045665910677258	0.00366532	0.791381	0.227648	0.0004878248512421	30.0	16.0	85.0	30.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
XPNPEP1	29.646940905749744	0.00024400110135063672	0.629657	0.857696	0.00423677	0.0001595057233301	28.0	6.0	80.0	45.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CSTF2T	29.21986733192344	0.0002901203144677786	4.63246e-06	0.10824	0.901129	1.0	23.0	4.0	86.0	34.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FAM50A	21.19158327357134	0.0002901393032074916	0.000434902	NA	0.0575327	NA	4.0	NA	19.0	NA	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
BMP3	29.08346082423064	0.000306579274358846	9.68908e-05	0.759551	0.0148887	0.441479420581248	12.0	3.0	41.0	22.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
DCAF15	28.811305287304386	0.0003422026647519635	0.000508878	0.0998232	0.282861	0.0385732571711362	26.0	7.0	76.0	26.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE_and_CADD_20_VEP; MAF: 0.001; NUMVAR >= 3 for CMCWald
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	70.88714418478669	3.2716103479703413e-12	8.49417e-06	0.0143439	3.54492e-08	0.0936823087648858	25.0	8.0	66.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MON1B	29.727904007921637	0.00023610868509341986	0.146574	0.00709782	0.00249092	0.135246478009433	28.0	16.0	95.0	40.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
STK38L	25.692660243620853	0.00025398521714958794	0.393545	NA	0.121366	5.51846481277504e-05	7.0	NA	34.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MRPL42	25.08108729886762	0.0003298493064419113	0.607015	NA	7.09598e-05	0.0830805354961692	10.0	NA	27.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LURAP1L	28.231606596506907	0.0004321556779293727	0.279909	9.39325e-05	0.706056	0.0398944634108231	17.0	8.0	44.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MYEF2	27.954921279016446	0.00048289628122769014	0.00243669	0.330374	0.0827504	0.012767025591122	42.0	17.0	125.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
COL8A1	27.488563558161424	0.000581933437830209	0.712212	0.0506901	5.795e-05	0.513272965877746	29.0	13.0	76.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ADH5	26.74754370020813	0.0007815462392927883	1.24927e-05	0.747904	0.950396	0.175161201920928	19.0	6.0	51.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
NOCT	26.49942757937568	0.0008622928732274937	0.0331061	0.242085	0.0053562	0.0410194398993283	18.0	5.0	64.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
KAT2B	25.708784634282672	0.0011778130157310256	0.0106301	0.0366593	0.567247	0.0118280900626221	32.0	12.0	94.0	39.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FIBCD1	25.523469837265008	0.0012666914069295902	0.000172401	0.468858	0.889665	0.0398879143485778	43.0	23.0	114.0	59.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
DSEL	25.484493616720496	0.0012862005001450364	0.0140135	0.00882084	0.721905	0.0327775064769944	67.0	22.0	189.0	57.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
BOLA1	25.26951286587755	0.0013991855825445296	0.0498924	0.140081	0.551363	0.0008451693777209	8.0	4.0	25.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
KIF9	25.221891187551442	0.0014254923234902426	1.59885e-05	0.347665	0.886683	0.67670415334947	47.0	20.0	103.0	59.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CFI	24.92674190194704	0.0015996167355054357	0.0172573	0.18219	0.46235	0.0026592460532503	25.0	8.0	54.0	39.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ACTN1	24.84318328387962	0.0016525644968791082	9.38669e-05	0.60796	0.0872498	0.809504694547353	42.0	22.0	122.0	56.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SORCS3	24.77058360241277	0.0016999501688708105	0.456337	0.00978415	0.0130039	0.0719869391006683	57.0	24.0	160.0	71.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
NCAPD3	24.738980718188664	0.0017209880827217226	0.878001	0.491327	0.35181	2.79785222179167e-05	50.0	22.0	189.0	74.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MET	24.692761079139068	0.0017522132841793251	0.710957	0.0153646	0.00463161	0.0858891855021408	39.0	18.0	120.0	68.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
DYSF	24.50887387652197	0.0018819950461519159	0.00131296	0.0497279	0.105805	0.689616831242263	145.0	61.0	368.0	176.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SLC2A13	24.481037649836786	0.001902438721566661	0.00624361	0.0527044	0.961164	0.0152732015007723	26.0	15.0	93.0	34.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
XKR7	24.445954203996557	0.001928512800954207	0.951071	0.000236693	0.0307515	0.710172471801354	32.0	13.0	91.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
